varWTI,skewWTI,curtWTI,entWTI,outlier_label
-4.3667,6.0692,0.57208,-5.4668,yes
2.0962,2.4769,1.9379,-0.040962,no
-0.10648,-0.76771,7.7575,0.64179,no
3.4642,10.6878,-3.4071,-4.109,no
-3.9297,-6.0816,10.0958,-1.0147,yes
1.5356,9.1772,-2.2718,-0.73535,no
0.58982,7.4266,1.2353,-2.9595,no
3.8197,8.9951,-4.383,-4.0327,no
0.5706,-0.024841,1.2421,-0.56208,no
2.6648,10.754,-3.3994,-4.1685,no
2.3952,9.5083,-3.1783,-3.0086,no
0.25035,9.3262,-3.6873,-6.2543,no
4.0713,10.4023,-4.1722,-4.7582,no
2.0922,-6.81,8.4636,-0.60216,no
3.4312,6.2637,-1.9513,-0.36165,no
4.8265,0.80287,1.6371,1.1875,no
4.3848,-3.0729,3.0423,1.2741,no
0.86816,10.2429,-1.4912,-4.0082,no
3.866,-2.6383,1.9242,0.10645,no
1.0191,2.33,4.9334,0.82929,no
2.1464,6.0795,-0.5778,-2.2302,no
4.8272,3.0687,0.68604,0.80731,no
-1.9177,11.6894,2.5454,-3.2763,no
-1.7599,11.9211,2.6756,-3.3241,no
1.7748,-0.76978,5.5854,1.3039,no
5.4944,1.5478,0.041694,1.9284,no
4.8368,10.0132,-4.3239,-4.3276,no
1.9429,6.3961,0.092248,0.58102,no
3.5358,6.7086,-0.81857,0.47886,no
5.0429,-0.52974,0.50439,1.106,no
3.2032,5.7588,-0.75345,-0.61251,no
2.3718,7.4908,0.015989,-1.7414,no
2.6719,3.0646,0.37158,0.58619,no
3.9922,-4.4676,3.7304,-0.1095,no
5.2423,11.0272,-4.353,-4.1013,no
4.0932,5.4132,-1.8219,0.23576,no
-2.2987,-5.227,5.63,0.91722,yes
-1.7781,0.8546,7.1303,0.027572,no
3.1836,7.2321,-1.0713,-2.5909,no
